pp32,pp29,pp27,pp31,pp26,pp25,pp23,pp28,pp33,pp34,pp35,pp21,pp30,pp22,
0.0113,0.0079,0.0203,0.0111,0.0092,0.001,0.0398,0.0219,0.0097,0.0191,0.0236,0.015,0.0092,0.0127
0.0202,0.0058,0.0085,0.024,0.0296,0.001,0.0358,0.0161,0.0595,0.0182,0.0507,0.0326,0.0245,0.0079
0.0433,0.0274,0.0231,0.0262,0.0149,0.001,0.0132,0.0143,0.0221,0.028,0.0242,0.0222,0.0199,0.032
0.0281,0.0257,0.016,0.0118,0.0188,0.0121,0.0163,0.0313,0.0215,0.0183,0.0125,0.0168,0.0242,0.0161
0.001,0.001,0.001,0.001,0.01,0.001,0.0097,0.015,0.012,0.008,0.001,0.0061,0.011,0.001
0.0089,0.0112,0.0165,0.0185,0.0157,0.013,0.0055,0.01,0.0068,0.001,0.001,0.0065,0.0256,0.0202
0.0138,0.0257,0.001,0.001,0.0154,0.0134,0.0114,0.001,0.0121,0.0236,0.0177,0.0067,0.0163,0.001
0.001,0.01,0.001,0.0117,0.001,0.0167,0.0128,0.0104,0.001,0.0166,0.0146,0.0105,0.001,0.0256
0.0401,0.0117,0.0207,0.0057,0.0205,0.0287,0.001,0.0184,0.0159,0.001,0.0114,0.0066,0.0157,0.001
0.001,0.0127,0.012,0.001,0.001,0.001,0.001,0.0084,0.001,0.0218,0.0138,0.001,0.001,0.0147
0.001,0.0117,0.001,0.0065,0.0111,0.0152,0.001,0.0068,0.0124,0.001,0.001,0.0097,0.001,0.001
0.001,0.001,0.0123,0.001,0.001,0.001,0.001,0.0106,0.0086,0.001,0.0104,0.0091,0.001,0.001
0.017,0.001,0.0103,0.0091,0.0167,0.001,0.001,0.0076,0.0093,0.0236,0.001,0.012,0.001,0.0086
0.001,0.0312,0.0118,0.0103,0.0079,0.001,0.001,0.008,0.0106,0.001,0.0238,0.0054,0.001,0.0181
0.001,0.001,0.012,0.0013,0.0087,0.001,0.001,0.001,0.0057,0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.0168,0.0108,0.0131,0.001,0.001,0.0076,0.0117,0.0141,0.0107,0.0064,0.001,0.0084
0.0221,0.0298,0.0266,0.0257,0.0144,0.0233,0.0127,0.0459,0.0213,0.0204,0.0544,0.0418,0.001,0.0104
0.0355,0.02,0.001,0.0222,0.0048,0.01,0.0142,0.0088,0.0389,0.001,0.001,0.0498,0.013,0.001
