pp32,pp29,pp27,pp31,pp26,pp25,pp23,pp28,pp33,pp34,pp35,pp21,pp30,pp22,
0.0121,0.0145,NA,0.0103,0.0068,0.0123,0.0134,0.0123,0.0078,0.0204,0.012,0.0106,0.008,0.0126
0.001,0.001,NA,0.0084,0.008,0.0068,0.0089,0.001,0.001,0.001,0.0077,0.0069,0.0073,0.001
0.0121,0.0071,NA,0.0104,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.001,0.0102,NA,0.0245,0.04,0.0117,0.0109,0.0089,0.0121,0.0131,0.0085,0.0247,0.0116,0.001
0.0297,0.0129,NA,0.0203,0.0215,0.0204,0.0134,0.0305,0.022,0.0132,0.0097,0.0204,0.0107,0.0217
0.0125,0.001,NA,0.0207,0.0165,0.0154,0.0191,0.0166,0.0108,0.0164,0.0157,0.0083,0.0173,0.001
0.0151,0.0092,NA,0.009,0.0145,0.0085,0.0119,0.0116,0.0063,0.0164,0.001,0.0116,0.0082,0.001
0.001,0.001,NA,0.001,0.001,0.001,0.0116,0.001,0.001,0.001,0.001,0.0126,0.0082,0.001
0.001,0.0121,NA,0.0096,0.0123,0.0104,0.001,0.009,0.0067,0.0115,0.001,0.001,0.0082,0.001
0.0134,0.001,NA,0.0183,0.001,0.001,0.0124,0.001,0.001,0.0161,0.0083,0.0114,0.0074,0.0158
0.0067,0.0286,NA,0.0139,0.0093,0.001,0.014,0.0266,0.022,0.0162,0.0228,0.0284,0.0248,0.0145
0.001,0.001,NA,0.0066,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.0112,0.001
0.001,0.0041,NA,0.001,0.0086,0.001,0.001,0.0073,0.0242,0.001,0.001,0.0058,0.0088,0.0056
0.001,0.001,NA,0.0084,0.001,0.001,0.0137,0.001,0.001,0.0114,0.0125,0.0144,0.001,0.0106
0.0123,0.001,NA,0.0079,0.0095,0.0164,0.001,0.0152,0.0144,0.001,0.001,0.001,0.0079,0.0099
0.001,0.0084,NA,0.0122,0.001,0.0082,0.0199,0.001,0.001,0.001,0.001,0.015,0.0075,0.001
0.009,0.001,NA,0.001,0.0127,0.0229,0.001,0.0075,0.0126,0.001,0.001,0.001,0.001,0.001
0.0054,0.001,NA,0.0088,0.0088,0.0133,0.0106,0.001,0.001,0.0165,0.0181,0.0189,0.0116,0.022
0.001,0.001,NA,0.001,0.001,0.001,0.001,0.001,0.0133,0.001,0.001,0.001,0.009,0.001
0.0113,0.0172,NA,0.0098,0.001,0.001,0.0057,0.017,0.001,0.001,0.0049,0.0039,0.0089,0.001
0.001,0.001,NA,0.0112,0.001,0.0118,0.001,0.001,0.001,0.0155,0.0089,0.0049,0.001,0.0171
0.0134,0.0122,NA,0.001,0.0116,0.0115,0.0054,0.0294,0.0162,0.0161,0.001,0.01,0.0134,0.001
0.001,0.001,NA,0.0077,0.001,0.001,0.001,0.001,0.001,0.001,0.0046,0.001,0.001,0.001
0.0227,0.001,NA,0.0222,0.008,0.0268,0.0156,0.0107,0.0053,0.001,0.0206,0.0097,0.0248,0.0092
0.01,0.0114,NA,0.0124,0.0113,0.0118,0.0257,0.012,0.0066,0.0161,0.001,0.0132,0.001,0.0327
0.001,0.001,NA,0.0125,0.0218,0.0135,0.0243,0.001,0.001,0.0153,0.0194,0.0168,0.0148,0.001
0.0133,0.0081,NA,0.0254,0.0132,0.0114,0.0388,0.0156,0.0469,0.001,0.0091,0.0297,0.0148,0.0152
0.001,0.0099,NA,0.0165,0.001,0.025,0.0309,0.0095,0.001,0.0177,0.001,0.001,0.001,0.001
0.0119,0.0102,NA,0.001,0.0186,0.001,0.0143,0.0088,0.0343,0.008,0.0199,0.0081,0.0188,0.0186
0.0054,0.0099,NA,0.0173,0.0185,0.0235,0.0165,0.0137,0.0218,0.0345,0.0169,0.0238,0.0102,0.0165
0.0111,0.0074,NA,0.0093,0.001,0.001,0.0067,0.0116,0.0237,0.001,0.001,0.019,0.0084,0.001
0.0057,0.0147,NA,0.0124,0.001,0.0102,0.0051,0.0137,0.0115,0.001,0.0145,0.0083,0.001,0.027
0.0104,0.0124,NA,0.001,0.0183,0.0123,0.0197,0.0088,0.0116,0.0233,0.0268,0.0132,0.0189,0.0099
0.001,0.001,NA,0.0109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.0151,0.0272,NA,0.0072,0.0053,0.0111,0.001,0.0093,0.0161,0.001,0.0152,0.0137,0.0202,0.001
0.0138,0.001,NA,0.0083,0.0195,0.001,0.0136,0.001,0.0049,0.0224,0.0122,0.001,0.001,0.0129
0.0237,0.0125,NA,0.001,0.0049,0.0126,0.0111,0.0145,0.0069,0.001,0.001,0.001,0.004,0.0187
0.0297,0.0077,NA,0.0121,0.0285,0.0147,0.001,0.001,0.0062,0.001,0.0198,0.0064,0.0096,0.001
0.001,0.001,NA,0.001,0.001,0.007,0.0137,0.001,0.0063,0.0198,0.001,0.0133,0.001,0.001
0.021,0.0305,NA,0.0227,0.0096,0.0195,0.0097,0.024,0.0152,0.0123,0.0251,0.0073,0.0221,0.0183
0.021,0.0211,NA,0.0165,0.0334,0.001,0.0151,0.0083,0.0283,0.0183,0.0342,0.0208,0.0185,0.0111
