3.147000000000000353e-01 3.020953807907821864e-01 3.844148323982831683e-01 3.079746086262710181e-01 5.253469897239110287e-01 4.614862427985519489e+00 0.000000000000000000e+00 5.000000000000000000e-01 3.499619074382065431e+00
6.765000000000001013e-01 6.788384564925215026e-01 6.877792589737122819e-01 6.191813195872237774e-01 7.831576582314740964e-01 9.948617342080368076e-01 0.000000000000000000e+00 2.000000000000000111e-01 2.910406732705552280e+00
7.664999999999999591e-01 7.599351992021198265e-01 7.890552431573963910e-01 7.413957960171685402e-01 8.407075651184907628e-01 5.999827976303253596e-01 0.000000000000000000e+00 4.000000000000000222e-01 2.303908180727944455e+00
7.329999999999998739e-01 7.456260590761214502e-01 7.798826266032043986e-01 7.198309584252823301e-01 8.251873201850239425e-01 6.909227287576829024e-01 0.000000000000000000e+00 1.000000000000000056e-01 2.669739311059371012e+00
8.455000000000000293e-01 8.399700928278465151e-01 8.611512363468681874e-01 8.276421201755205237e-01 8.898106564582326516e-01 4.050302440941561666e-01 0.000000000000000000e+00 5.000000000000000000e-01 1.584530501688402371e+00
8.427000000000000046e-01 8.407768375078885636e-01 8.680078774732471469e-01 8.283479994177650463e-01 8.876037758015282719e-01 3.951616023786291843e-01 0.000000000000000000e+00 2.999999999999999889e-01 1.689203228864276429e+00
8.770000000000000018e-01 8.720196353474891637e-01 8.957008568829183393e-01 8.634601643262820314e-01 9.139360459051489860e-01 3.323296760569091068e-01 0.000000000000000000e+00 2.000000000000000111e-01 1.273766127759179856e+00
8.535999999999999144e-01 8.639791188401957367e-01 8.962233312594291013e-01 8.469080438510934172e-01 9.062277129079051585e-01 3.770271175073113268e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.742104988811133293e+00
9.182000000000000162e-01 9.069147474440057977e-01 9.275510414526886294e-01 9.050985995195464096e-01 9.411840982880411710e-01 2.176774142008971735e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.967571473306480190e-01
8.533999999999999364e-01 8.409717169496675471e-01 8.994319126887269089e-01 8.412495383155154105e-01 9.078292446511158076e-01 3.869252826542769474e-01 0.000000000000000000e+00 2.000000000000000111e-01 2.174569223961296593e+00
8.336000000000000076e-01 8.597538895919487612e-01 8.923473118013953709e-01 8.344872203143264278e-01 8.982739641375738771e-01 4.319251893214537397e-01 0.000000000000000000e+00 1.000000000000000056e-01 1.881935568897159072e+00
