4.140000000000000346e-01 4.095541861558907870e-01 4.083900974405528794e-01 3.797264635172582503e-01
4.779999999999999249e-01 4.867151533576482558e-01 4.857190917326311141e-01 4.591741513876551606e-01
5.000000000000000000e-01 4.944860134638929816e-01 5.047530908502844138e-01 4.725963929645803363e-01
5.160000000000000142e-01 5.137641167355799787e-01 5.185478909648995050e-01 4.960572365065440970e-01
5.460000000000000409e-01 5.413796316828354271e-01 5.672430030766172360e-01 5.232752077997273599e-01
6.479999999999999094e-01 6.318272166877731966e-01 6.683629784246701844e-01 6.218330270206685606e-01
6.320000000000000062e-01 6.241772636423665865e-01 6.593642842395378567e-01 6.198563926312438133e-01
6.219999999999999973e-01 6.017900381452003788e-01 6.472097960322784616e-01 5.951466963838170088e-01
6.559999999999999165e-01 6.362798704563409347e-01 6.915908195041001738e-01 6.372038583307835236e-01
6.820000000000001616e-01 6.623153225811764244e-01 6.810762590811419992e-01 6.572528096442050716e-01
